age,monthly_income,daily_internet_hours,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,need_touch_feel_score,brand_loyalty_score,environmental_awareness,time_pressure_level,gender,city_tier,shopping_preference,Total_Monthly_AvgSpend,Total_Saving
53,174277,11.2,11,4,3,5,21,14,127151,78040,1,4,6,4,7,10,1,10,8,8,6,Female,Tier 1,Store,205191,125166
51,103887,7.5,1,3.2,10,7,6,7,104788,115740,1,1,4,6,7,10,2,7,10,10,6,Other,Tier 2,Store,220528,114839
69,96542,2.8,1,2.7,6,6,37,19,103213,106969,8,9,2,9,4,1,4,7,8,7,9,Male,Tier 3,Store,210182,100298
48,190221,4.2,4,3.7,1,9,0,9,129182,75934,5,6,6,9,3,3,10,3,3,8,3,Male,Tier 1,Store,205116,136973
27,64112,8.3,13,4.3,8,4,32,13,14007,60019,4,1,2,8,3,7,4,2,7,5,10,Female,Tier 1,Store,74026,110124
75,157012,3.7,14,3.1,7,8,21,2,137257,82867,4,2,5,6,1,2,3,9,2,8,3,Male,Tier 2,Store,220124,102622
36,74010,4.8,12,2.9,1,9,22,8,78437,85625,5,0,4,8,5,4,6,4,10,8,3,Other,Tier 3,Store,164062,81198
75,222866,4.7,13,0,7,7,14,19,82863,37173,7,8,7,1,5,9,2,5,5,3,2,Female,Tier 3,Store,120036,177176
49,39485,5.8,14,2.8,5,7,43,9,67838,99698,6,4,3,5,7,7,1,5,8,3,1,Other,Tier 1,Store,167536,71345
18,104299,6.5,12,3.1,2,2,14,1,54793,43260,7,8,2,9,3,8,8,8,9,6,1,Other,Tier 3,Store,98053,92766
73,120584,2.2,4,2.9,1,9,30,17,116215,12020,4,0,4,8,5,3,5,1,2,10,3,Female,Tier 2,Online,128235,16389
22,147139,2.9,14,1.3,2,5,27,0,125469,84482,1,9,2,6,9,4,5,10,6,2,5,Other,Tier 1,Store,209951,106152
62,35607,3,10,1.6,6,10,2,10,54303,22666,4,1,6,10,5,9,3,1,3,7,8,Other,Tier 2,Online,76969,3970
21,76597,3.2,11,3.4,2,3,41,4,26687,143236,3,8,5,8,6,10,3,2,5,6,7,Male,Tier 2,Store,169923,193146
33,89554,6,6,2,6,4,24,3,17748,57133,10,7,3,4,4,8,3,3,7,10,9,Male,Tier 1,Store,74881,128939
41,194593,6.4,12,2.7,8,10,32,0,69523,65338,6,0,3,9,7,4,7,3,6,2,6,Female,Tier 1,Store,134861,190408
33,30187,8,10,0,8,2,32,3,83513,126555,8,9,6,2,5,7,6,6,5,4,4,Other,Tier 3,Store,210068,73229
72,248983,7.1,12,2.5,6,3,22,0,76382,26294,3,9,7,8,4,2,1,2,5,10,2,Female,Tier 1,Hybrid,102676,198895
19,18985,4.8,3,3.5,5,6,27,14,138201,113064,8,5,6,8,8,6,8,6,8,7,2,Female,Tier 3,Store,251265,-6152
66,189124,6.5,10,2.9,4,1,15,18,110683,118854,2,4,7,2,4,6,8,1,4,7,3,Other,Tier 1,Store,229537,197295
45,165635,8.1,6,2.3,6,2,36,1,79461,130301,7,9,2,6,8,2,10,4,9,4,3,Female,Tier 3,Store,209762,216475
49,193394,5.5,13,1.1,5,4,4,13,23029,126250,3,2,6,9,9,6,2,6,5,7,3,Female,Tier 2,Store,149279,296615
44,248914,5.4,7,0.2,10,1,42,2,125828,55453,10,3,4,2,3,8,10,4,6,4,10,Male,Tier 3,Store,181281,178539
37,207317,4.1,11,1.5,4,6,10,3,41157,38106,3,9,1,5,5,4,6,1,2,4,5,Other,Tier 2,Store,79263,204266
41,66514,4.4,1,3.9,6,4,11,0,68699,56691,8,8,1,3,8,5,2,3,3,6,6,Male,Tier 3,Store,125390,54506
29,33608,7.4,14,2.4,9,2,20,10,65067,112906,10,8,4,1,1,8,9,7,3,9,9,Male,Tier 3,Store,177973,81447
67,213334,6,14,3.4,9,10,17,19,34066,83914,2,5,7,7,7,3,3,1,2,2,4,Male,Tier 1,Store,117980,263182
52,238190,9.9,6,4.4,8,4,13,17,109830,87415,9,8,4,5,10,10,4,6,5,10,8,Male,Tier 2,Store,197245,215775
77,86327,4.6,10,2.7,10,8,32,15,14128,26077,8,7,4,4,7,9,6,7,9,4,8,Female,Tier 2,Store,40205,98276
50,203297,7.5,1,3.6,1,6,20,14,137028,143062,4,7,2,10,6,4,6,9,2,3,5,Male,Tier 1,Store,280090,209331
50,220066,6.8,7,4,9,1,25,16,13131,75452,9,3,6,4,3,6,10,2,3,3,9,Other,Tier 1,Store,88583,282387
78,32221,5.8,10,0.7,5,5,24,1,103224,39358,1,4,4,10,3,2,4,7,9,4,3,Male,Tier 3,Store,142582,-31645
68,63506,5.1,5,1.5,3,6,39,0,89448,35380,10,7,1,6,5,8,7,4,5,6,9,Male,Tier 1,Store,124828,9438
60,35968,7.2,10,0.3,8,4,24,13,59682,126439,9,2,3,5,8,3,5,7,7,6,8,Female,Tier 3,Store,186121,102725
54,142677,7.1,14,0.1,8,4,34,13,11804,94333,8,7,3,4,3,3,2,4,8,2,2,Other,Tier 2,Store,106137,225206
29,228678,6.4,4,1.9,9,3,49,17,37748,70897,8,6,4,7,10,5,1,8,3,5,4,Other,Tier 1,Store,108645,261827
20,174009,6.9,1,2.2,2,10,19,18,78858,73058,1,7,7,8,1,1,9,9,6,9,8,Male,Tier 2,Store,151916,168209
18,208507,6.1,9,0.1,10,10,1,5,78025,102354,8,1,7,2,2,4,3,2,3,4,5,Female,Tier 3,Store,180379,232836
50,195580,2.7,7,3.1,4,6,40,3,129851,88674,1,0,1,6,7,1,5,5,1,2,10,Female,Tier 1,Store,218525,154403
57,187903,6.2,2,1.9,10,9,11,7,62113,122895,10,9,4,10,3,7,1,5,4,6,2,Female,Tier 3,Store,185008,248685
27,189005,5.5,4,4.4,2,7,31,12,31167,94567,1,1,4,4,1,9,9,9,7,6,7,Female,Tier 1,Store,125734,252405
60,193379,9.9,4,2.7,6,9,42,19,106057,69587,2,4,4,4,2,4,4,2,4,9,7,Male,Tier 2,Store,175644,156909
61,194412,7.3,8,2.7,1,6,32,6,86530,149124,2,8,4,2,1,6,5,7,5,5,5,Other,Tier 1,Store,235654,257006
46,117951,6.4,2,2.2,10,2,47,9,28591,132971,5,7,6,7,10,3,7,10,10,8,3,Male,Tier 1,Store,161562,222331
30,123306,6.9,11,2.3,3,6,30,17,130443,111512,7,6,5,6,8,4,8,8,3,3,10,Other,Tier 2,Store,241955,104375
29,232410,4,5,3,2,7,32,0,54568,22449,6,3,2,6,6,5,7,2,3,7,2,Female,Tier 3,Online,77017,200291
48,58601,4.8,10,3.7,7,2,19,4,149493,18578,4,2,1,3,1,3,3,10,9,1,8,Female,Tier 2,Store,168071,-72314
63,222028,5.3,8,0.8,8,1,40,1,12615,137935,1,3,4,8,3,7,8,2,7,3,6,Other,Tier 3,Store,150550,347348
19,87178,6.8,6,1.4,2,6,36,10,117152,93071,5,7,2,9,8,5,8,2,6,7,4,Other,Tier 1,Store,210223,63097
78,231383,5.1,4,2.9,9,8,36,15,37517,87504,4,7,6,8,1,10,7,7,1,2,4,Female,Tier 2,Store,125021,281370
68,174826,5,5,2.4,1,6,39,6,57154,117107,9,5,5,5,3,4,6,1,10,6,7,Female,Tier 1,Store,174261,234779
67,189382,3.9,2,3.5,2,8,13,13,94301,15062,6,3,2,8,9,3,7,7,5,8,8,Female,Tier 2,Store,109363,110143
52,84893,6.1,5,1.6,3,6,35,0,55591,2575,5,2,5,6,6,1,4,4,6,9,3,Female,Tier 1,Online,58166,31877
40,101799,6.3,3,4.1,2,6,11,11,27061,41055,4,7,4,9,10,7,7,7,2,9,3,Female,Tier 2,Store,68116,115793
34,63367,6.9,12,1.8,1,8,25,10,61477,90390,5,9,5,8,4,7,4,6,10,3,7,Other,Tier 1,Store,151867,92280
43,28201,4.6,3,2.1,8,3,33,16,55508,124776,3,1,3,9,6,2,1,4,5,10,8,Other,Tier 1,Store,180284,97469
25,148811,6.7,7,3.9,1,3,5,11,2941,143358,8,7,4,10,5,5,2,6,7,1,1,Other,Tier 3,Store,146299,289228
46,28231,3.9,3,3.2,5,6,45,16,75491,84683,9,4,5,1,6,9,9,6,1,6,7,Female,Tier 1,Store,160174,37423
43,188567,5.6,4,5.1,6,4,12,17,97453,47385,1,8,4,9,4,7,3,5,5,3,7,Female,Tier 1,Store,144838,138499
27,167240,6.6,7,3.7,7,7,21,15,149192,96618,5,9,5,7,9,9,2,2,7,4,4,Other,Tier 3,Store,245810,114666
43,178696,5.5,14,4.2,3,7,34,0,133030,20398,6,7,2,5,1,8,10,10,8,5,4,Male,Tier 2,Hybrid,153428,66064
79,156707,2.9,3,2.1,7,9,18,4,29507,85664,3,2,6,1,7,2,4,2,8,1,9,Male,Tier 3,Store,115171,212864
51,24964,3.1,10,4.2,8,2,36,4,116171,78215,3,3,6,3,3,10,2,10,3,6,9,Other,Tier 3,Store,194386,-12992
68,173857,6.4,10,2.6,10,2,22,15,146093,119168,6,8,7,4,7,1,10,4,4,4,6,Male,Tier 3,Store,265261,146932
58,241118,7.2,13,0,3,6,49,18,128778,17902,8,5,1,3,6,3,6,4,6,10,10,Other,Tier 1,Online,146680,130242
24,228869,6.7,2,3.1,5,9,31,1,138737,88561,2,8,3,3,2,3,9,4,5,9,10,Other,Tier 1,Store,227298,178693
21,230862,7.2,10,3.2,1,7,43,6,119954,65663,10,2,4,9,2,8,10,1,8,2,9,Other,Tier 3,Store,185617,176571
75,223000,5.4,7,1.1,9,6,10,15,55517,81131,7,7,2,10,9,6,10,10,2,4,1,Other,Tier 2,Store,136648,248614
70,27336,7.5,5,3,8,5,3,2,79392,46917,1,8,5,1,5,3,10,9,9,1,3,Male,Tier 2,Store,126309,-5139
67,92475,6.7,1,2.7,3,8,11,17,114720,63452,1,0,3,7,3,6,10,4,2,6,2,Other,Tier 1,Store,178172,41207
62,173484,4.7,12,4.1,4,2,38,9,20911,89789,2,8,1,4,4,3,2,8,9,2,9,Male,Tier 3,Store,110700,242362
28,97212,7,10,3.1,1,3,29,1,128744,132203,9,9,4,10,3,1,7,1,9,9,2,Female,Tier 1,Store,260947,100671
46,90379,6.6,13,2.5,1,6,9,18,61667,30451,5,1,5,5,5,3,9,10,5,6,5,Male,Tier 2,Store,92118,59163
73,60591,9.3,8,0.8,6,1,23,14,72883,86756,1,4,3,4,4,1,7,8,4,5,2,Female,Tier 2,Store,159639,74464
53,76750,8.8,3,0,6,8,22,15,129328,48006,6,2,7,4,5,1,10,7,2,1,3,Other,Tier 3,Store,177334,-4572
42,105648,5.8,11,4.1,9,9,0,7,25150,4255,2,0,7,4,10,6,9,8,4,1,10,Female,Tier 2,Online,29405,84753
38,111134,5.2,7,3,5,2,47,7,117755,120095,9,4,3,1,5,10,2,5,4,1,7,Other,Tier 2,Store,237850,113474
78,181526,9.1,6,2.2,3,9,3,16,63995,148757,7,6,7,2,5,7,2,6,2,5,8,Female,Tier 3,Store,212752,266288
74,113537,7.1,10,3.2,6,5,27,13,130028,23848,1,1,1,6,9,7,2,9,1,4,3,Female,Tier 3,Store,153876,7357
53,77672,5.7,12,2.2,8,8,43,17,35367,120054,4,1,5,1,1,10,9,9,9,10,1,Other,Tier 2,Store,155421,162359
27,42228,2,13,0,7,1,44,15,65481,60130,10,2,5,1,9,4,3,8,6,10,9,Other,Tier 2,Store,125611,36877
54,29429,4.5,14,3.8,10,1,2,5,80891,102063,1,9,2,2,6,5,3,3,7,2,5,Other,Tier 1,Store,182954,50601
26,99294,4.3,6,4,3,4,47,16,105265,77217,7,7,5,1,6,1,6,8,10,9,4,Male,Tier 2,Store,182482,71246
41,213880,5.7,13,2.1,1,1,1,18,23681,78338,5,5,1,7,7,8,7,1,7,1,4,Male,Tier 2,Store,102019,268537
52,228958,7.2,13,2.4,4,1,40,3,136014,85590,5,2,6,7,8,4,3,2,10,6,1,Female,Tier 1,Store,221604,178534
66,130577,7.5,8,1.7,6,5,5,6,91555,2931,9,2,7,5,4,1,9,4,6,6,6,Male,Tier 1,Online,94486,41953
52,199087,9,13,4.9,4,2,41,17,61924,8954,7,9,6,6,9,9,3,5,10,1,10,Other,Tier 3,Online,70878,146117
65,103074,7.9,13,4.1,5,4,16,7,77386,73392,4,6,2,3,2,2,2,2,3,3,7,Other,Tier 1,Store,150778,99080
53,83936,3.4,12,1.4,10,8,36,17,88191,142102,1,2,6,4,8,4,7,5,8,9,7,Other,Tier 3,Store,230293,137847
35,226979,8.1,13,3.3,7,6,43,18,136499,118436,4,1,6,7,1,2,8,1,9,3,9,Other,Tier 3,Store,254935,208916
66,72378,9.5,4,1.4,5,2,22,18,8679,129520,8,4,6,1,8,2,7,2,4,10,5,Other,Tier 3,Store,138199,193219
56,52310,9.4,4,1.4,5,3,39,5,79471,62101,1,7,5,8,4,9,5,9,8,2,1,Other,Tier 3,Store,141572,34940
49,116827,3.6,12,1.9,2,2,20,11,85627,68575,10,0,3,10,4,2,7,9,9,2,4,Other,Tier 1,Store,154202,99775
41,229755,5.6,3,1.7,1,4,43,5,11632,100449,7,0,1,8,5,4,9,7,9,4,6,Female,Tier 2,Store,112081,318572
40,214899,7.9,1,0.5,4,5,30,13,63160,15539,6,0,4,3,6,7,3,10,10,8,2,Male,Tier 2,Store,78699,167278
79,181328,3.7,14,4.2,10,9,11,16,133316,74968,3,3,4,1,5,10,3,7,9,8,8,Male,Tier 1,Store,208284,122980
49,222500,2.6,10,2.8,8,7,28,11,130966,86413,10,7,1,1,5,2,5,6,1,7,4,Other,Tier 1,Store,217379,177947
54,114862,6.6,3,4.5,3,8,41,1,89666,129823,7,7,1,10,5,1,10,8,6,8,2,Other,Tier 3,Store,219489,155019
29,249066,4.6,1,2.3,6,7,12,12,91519,148189,8,5,4,5,3,8,9,10,6,3,3,Female,Tier 2,Store,239708,305736
66,53889,2.7,6,0.6,10,10,25,4,13917,73338,2,6,4,9,1,7,2,6,5,2,3,Other,Tier 2,Store,87255,113310
72,66428,8.5,8,3.8,2,8,32,5,142435,104919,8,9,4,10,6,4,9,10,9,9,4,Other,Tier 1,Store,247354,28912
30,125502,6.3,3,2.8,9,5,33,0,7270,75592,10,7,7,6,1,4,7,6,3,7,1,Female,Tier 1,Store,82862,193824
40,183279,5,14,2.2,9,3,19,7,15414,35010,6,6,2,6,5,8,1,5,2,1,6,Other,Tier 2,Store,50424,202875
42,65255,4.1,12,4.1,4,7,46,8,127101,105452,5,1,1,8,5,2,4,6,10,4,7,Other,Tier 3,Store,232553,43606
52,120824,6.3,4,0.8,8,1,9,11,46210,73088,10,5,6,2,3,2,1,8,2,2,9,Female,Tier 2,Store,119298,147702
58,237603,7,5,3.8,2,3,0,9,57194,83399,5,3,2,5,4,9,1,9,10,4,1,Other,Tier 3,Store,140593,263808
47,20409,6.7,7,3.4,10,7,28,2,127666,76518,7,0,5,1,10,7,1,10,7,10,6,Male,Tier 1,Store,204184,-30739
34,57438,3,12,2.8,2,4,21,9,72314,69205,4,9,2,7,7,10,9,7,4,6,9,Male,Tier 3,Store,141519,54329
66,241431,7,11,0.6,6,7,49,13,126818,21837,10,0,3,8,9,9,6,1,4,2,8,Male,Tier 3,Online,148655,136450
79,22869,7.4,6,3.7,2,10,0,4,88653,2389,1,4,1,6,8,3,1,8,7,9,9,Other,Tier 1,Online,91042,-63395
37,247332,5.3,2,3.5,1,10,43,4,5243,21510,5,2,5,1,6,4,7,2,9,7,3,Female,Tier 3,Online,26753,263599
65,202934,8.1,7,2.8,10,6,7,12,136465,64786,7,8,4,8,8,6,6,6,10,2,6,Female,Tier 3,Store,201251,131255
42,234009,4.3,8,2.4,2,4,8,16,46407,132330,10,3,3,9,9,1,5,9,4,1,3,Male,Tier 1,Store,178737,319932
39,40958,8.6,14,1,2,7,22,9,140457,90654,1,0,6,1,9,9,3,10,7,4,6,Female,Tier 1,Store,231111,-8845
30,222374,6.3,12,1,5,8,19,1,94418,5361,5,6,6,3,3,2,10,9,2,4,1,Female,Tier 1,Online,99779,133317
76,165840,5,14,1.5,6,8,33,14,31475,107765,1,9,7,3,3,10,9,4,3,3,5,Other,Tier 1,Store,139240,242130
36,242402,5.4,1,0.5,3,7,15,12,126096,26889,10,5,5,5,10,2,7,3,10,2,8,Female,Tier 3,Store,152985,143195
66,172217,8,6,0.5,8,2,21,4,146600,127812,7,3,5,1,4,10,4,4,5,6,5,Other,Tier 1,Store,274412,153429
53,90622,6.5,11,1.9,2,8,45,16,132305,114763,1,9,3,6,1,6,9,8,3,9,2,Male,Tier 2,Store,247068,73080
29,41442,7.3,9,0.8,10,5,22,4,88594,26889,9,6,1,7,2,1,1,8,1,7,5,Other,Tier 2,Store,115483,-20263
78,96948,8.1,7,2.2,3,9,0,13,119287,94427,10,3,5,9,8,3,10,10,3,4,4,Male,Tier 1,Store,213714,72088
58,40596,4.9,5,2.6,4,6,13,9,145296,75062,3,5,2,10,1,9,8,10,1,9,10,Female,Tier 2,Store,220358,-29638
36,90791,6.3,13,0.6,5,4,48,14,62239,107038,10,2,2,7,8,9,2,1,5,10,9,Male,Tier 1,Store,169277,135590
29,57406,5.6,14,3.6,5,9,22,1,87633,82034,2,4,2,7,7,9,3,7,10,9,8,Other,Tier 1,Store,169667,51807
26,55524,8,10,3.8,6,1,37,18,64370,64519,8,0,1,8,2,2,1,9,4,8,3,Male,Tier 1,Store,128889,55673
24,169404,5.2,11,0,4,4,39,4,13290,39946,4,9,4,9,7,6,8,3,1,8,3,Female,Tier 3,Store,53236,196060
45,125160,6.1,10,4.3,10,5,49,5,21887,104538,3,5,5,5,1,8,3,7,8,8,3,Female,Tier 3,Store,126425,207811
31,161836,10.6,9,3.2,7,4,7,12,66926,59441,6,8,2,7,7,10,5,2,6,7,5,Female,Tier 1,Store,126367,154351
48,173635,8.6,2,2.6,8,9,31,7,72377,62438,10,2,6,8,9,2,9,2,9,4,9,Other,Tier 2,Store,134815,163696
69,233747,3.9,7,4.4,4,1,39,12,106590,56369,1,0,1,8,1,8,5,8,9,7,6,Other,Tier 3,Store,162959,183526
36,182442,7.8,9,2.6,9,3,1,13,134038,107432,1,8,4,5,5,3,7,10,9,8,7,Male,Tier 3,Store,241470,155836
75,20062,7.4,2,1.5,6,9,47,15,28733,45872,7,5,5,2,8,6,5,10,10,3,4,Male,Tier 1,Store,74605,37201
64,59645,3.8,13,0.6,8,7,12,0,16195,125992,7,8,4,3,5,4,7,10,8,5,3,Other,Tier 2,Store,142187,169442
33,137759,5.8,11,2.3,9,5,26,4,111139,55167,10,2,2,10,7,2,9,3,7,7,5,Female,Tier 1,Store,166306,81787
70,22244,4.1,10,2.3,1,6,45,7,120777,135279,8,5,4,3,2,5,1,7,3,2,6,Female,Tier 1,Store,256056,36746
22,152444,1.2,6,0.3,5,4,6,1,54694,60423,7,2,6,8,1,10,8,1,4,7,7,Other,Tier 3,Store,115117,158173
52,100501,5.7,9,2,7,5,2,19,146842,32271,5,7,1,6,5,6,7,2,6,9,3,Female,Tier 1,Store,179113,-14070
29,132450,5,14,4.5,10,8,20,2,79728,36262,10,5,6,2,1,7,4,2,3,2,7,Male,Tier 1,Hybrid,115990,88984
42,210543,3.8,3,3.2,2,5,7,1,7171,59035,7,8,2,10,4,10,5,4,7,7,3,Male,Tier 2,Store,66206,262407
69,31956,6,8,0.7,7,10,0,10,51207,50234,2,2,5,5,9,9,4,6,5,7,10,Male,Tier 3,Store,101441,30983
76,186545,1.8,14,2.9,7,2,16,3,127891,120127,7,8,6,9,3,6,8,7,1,2,3,Other,Tier 1,Store,248018,178781
38,159966,6.1,5,3.4,3,8,25,13,134005,24790,6,7,6,7,7,5,3,1,1,10,4,Female,Tier 2,Hybrid,158795,50751
53,244990,6,7,3.8,9,3,28,13,128558,107845,8,3,3,8,4,8,2,4,2,3,7,Female,Tier 1,Store,236403,224277
70,215658,7.4,13,3.3,7,5,7,9,121774,104133,7,0,5,8,9,2,5,4,8,9,3,Male,Tier 3,Store,225907,198017
40,31709,2.8,12,4,10,6,37,19,10185,148350,7,4,7,7,6,8,10,2,4,5,5,Male,Tier 1,Store,158535,169874
33,227330,10.3,3,3.5,5,1,42,3,102069,22766,6,9,6,2,5,8,6,3,7,5,9,Male,Tier 1,Online,124835,148027
74,133428,9.5,8,2.2,7,3,7,6,20122,105836,1,1,5,5,10,4,6,6,5,10,1,Other,Tier 1,Store,125958,219142
56,30210,4.5,2,2.9,7,1,7,9,58707,20564,6,4,7,5,2,8,6,9,10,5,1,Male,Tier 2,Store,79271,-7933
62,195582,8.9,13,2.2,6,7,24,2,111980,6562,7,0,5,4,5,4,6,2,10,10,2,Male,Tier 2,Online,118542,90164
70,117081,7.7,8,3,4,2,41,4,72254,73632,2,9,1,1,3,6,4,10,9,2,3,Other,Tier 1,Store,145886,118459
59,184746,5.1,2,3.5,8,10,41,3,34061,107732,3,2,7,5,9,10,5,6,5,1,3,Male,Tier 2,Store,141793,258417
75,115025,4.8,7,2.4,2,7,44,16,101926,69321,7,6,6,4,8,8,2,9,8,7,1,Other,Tier 2,Store,171247,82420
56,163805,4.9,2,2.9,8,3,26,19,142207,95353,7,6,2,7,3,7,4,5,8,8,2,Male,Tier 1,Store,237560,116951
31,166152,11.7,7,1.9,5,3,21,10,46313,86985,1,3,5,10,8,9,5,4,1,1,9,Male,Tier 2,Store,133298,206824
48,248272,8.7,1,2.1,7,1,2,4,139682,93945,2,2,1,1,3,6,5,8,2,7,2,Male,Tier 1,Store,233627,202535
75,199484,5.6,6,2.4,3,7,48,11,86884,74577,9,3,1,1,10,7,2,8,4,1,10,Other,Tier 3,Store,161461,187177
22,139476,5.8,10,1.8,7,8,46,13,145609,83376,7,3,2,5,10,3,8,10,6,3,2,Other,Tier 1,Store,228985,77243
52,205043,7.7,7,4.2,9,4,37,12,123231,53217,3,7,1,3,5,7,7,7,7,10,5,Other,Tier 1,Store,176448,135029
40,185781,7.6,4,3.3,7,9,48,10,7593,64967,7,1,6,4,4,9,2,2,8,7,4,Other,Tier 1,Store,72560,243155
46,74846,4.1,11,3.5,1,4,23,11,81213,1924,8,4,2,1,1,6,4,3,2,5,6,Other,Tier 2,Online,83137,-4443
60,80480,6.6,11,3.2,9,10,32,6,37900,8912,8,4,6,9,8,6,8,9,10,2,10,Female,Tier 1,Online,46812,51492
28,67960,4.9,1,2.7,7,5,34,0,99216,63422,2,4,1,4,7,8,9,8,9,1,2,Female,Tier 2,Store,162638,32166
35,249622,6.3,12,0.9,2,6,39,8,15994,51166,4,7,6,2,5,10,4,10,4,10,7,Other,Tier 2,Store,67160,284794
64,187224,5.9,6,4,5,9,28,18,59624,108615,9,8,2,1,5,6,4,3,3,6,5,Female,Tier 1,Store,168239,236215
29,173322,8,4,5.2,10,9,7,3,41028,115399,5,0,4,8,5,10,3,9,2,1,10,Female,Tier 3,Store,156427,247693
26,100765,5.5,3,3.4,2,8,10,3,36797,149243,9,5,5,6,2,6,8,8,7,3,3,Female,Tier 1,Store,186040,213211
27,132265,6.2,4,1.5,7,10,15,10,145076,17028,5,7,2,7,7,2,5,9,2,5,7,Female,Tier 2,Store,162104,4217
75,63137,2.2,6,3.3,9,2,32,5,72541,32191,1,0,2,9,9,2,1,3,4,4,8,Other,Tier 3,Store,104732,22787
61,228083,6.6,5,1.5,4,10,10,18,136122,66643,5,3,4,6,1,2,3,8,9,8,4,Other,Tier 1,Store,202765,158604
34,133922,4.4,2,1.9,3,10,28,18,10492,8137,4,7,6,3,3,1,7,1,3,1,6,Male,Tier 2,Online,18629,131567
78,136280,3,2,0,6,1,48,10,47823,70670,1,7,6,7,5,1,10,9,6,4,10,Male,Tier 3,Store,118493,159127
55,192484,8.3,3,4.3,8,2,44,17,20017,140888,4,4,5,6,1,10,1,7,8,7,8,Female,Tier 1,Store,160905,313355
24,58876,5.9,11,2.9,8,6,23,16,12663,101538,3,3,7,6,3,3,6,7,2,8,8,Male,Tier 3,Store,114201,147751
63,109547,1.8,6,3.2,8,7,1,13,80624,105765,7,9,7,2,7,9,4,6,1,4,8,Other,Tier 2,Store,186389,134688
30,219736,4.4,12,3.5,5,6,4,17,113732,52045,9,6,3,2,3,6,2,7,5,9,1,Male,Tier 3,Store,165777,158049
57,65227,6,14,3.1,6,1,23,13,52025,49298,2,2,6,10,9,4,9,6,1,7,9,Male,Tier 3,Store,101323,62500
59,178522,6.1,1,3.8,2,1,43,12,79986,6923,4,0,2,9,2,8,4,10,7,8,10,Female,Tier 2,Store,86909,105459
26,99433,5,11,4.3,6,1,46,8,140678,57010,10,8,5,7,10,2,5,5,4,3,8,Female,Tier 3,Store,197688,15765
67,88704,1,7,2.5,5,1,6,18,36206,15159,8,8,7,10,9,3,10,4,2,8,7,Female,Tier 1,Store,51365,67657
44,21861,4.9,8,0.3,3,10,30,10,143056,14912,9,4,1,8,2,9,4,5,7,9,5,Other,Tier 1,Online,157968,-106283
75,76914,8.1,7,1.4,8,10,29,18,118995,89583,5,8,5,7,10,5,4,8,7,10,4,Male,Tier 1,Store,208578,47502
19,78888,8.8,11,3.3,4,1,5,16,21348,2797,8,8,7,9,10,9,1,6,9,1,9,Other,Tier 1,Hybrid,24145,60337
22,94286,4.8,3,1.2,2,2,4,15,90623,125618,6,3,2,3,8,8,3,9,7,5,3,Male,Tier 2,Store,216241,129281
46,76293,9.8,6,2.4,3,2,14,17,81036,66884,2,4,4,6,6,6,2,6,3,6,9,Male,Tier 2,Store,147920,62141
54,228596,2.8,14,5.8,2,4,26,14,60282,104840,7,7,7,5,9,9,1,10,10,6,7,Other,Tier 3,Store,165122,273154
55,83515,4.4,4,3.9,2,3,34,13,1579,145246,10,1,3,2,1,4,7,6,1,10,1,Female,Tier 1,Store,146825,227182
36,169596,7.8,5,0,3,4,8,14,22538,22049,2,8,1,3,3,9,5,6,6,3,3,Other,Tier 3,Store,44587,169107
25,22065,7.5,3,5.5,7,5,22,17,39161,103735,10,1,4,3,7,8,4,7,10,7,1,Female,Tier 2,Store,142896,86639
65,183756,6,5,4.3,10,4,16,11,45167,20865,7,6,2,1,7,8,7,2,8,2,6,Female,Tier 3,Online,66032,159454
62,103720,3.8,6,3.4,1,3,22,9,149910,145309,10,3,7,9,6,8,8,2,8,1,6,Female,Tier 3,Store,295219,99119
18,179437,3.8,8,2.7,10,3,45,7,94959,89262,7,1,4,8,8,3,5,5,3,6,2,Male,Tier 1,Store,184221,173740
39,73876,4.5,12,0.7,6,4,38,17,101704,81598,1,6,6,5,9,2,9,6,3,5,8,Female,Tier 1,Store,183302,53770
69,169776,3.8,6,2,1,6,46,13,94399,62711,9,5,1,1,7,3,5,8,8,2,8,Male,Tier 1,Store,157110,138088
34,203929,6.3,9,0,3,7,28,17,90139,60821,10,0,6,4,4,10,4,4,3,6,3,Male,Tier 2,Store,150960,174611
24,151694,5.8,10,3.7,4,4,38,0,5872,89582,10,3,6,6,9,5,5,5,10,8,3,Male,Tier 1,Store,95454,235404
42,98797,3.7,10,2.7,8,8,44,15,121302,53327,9,6,7,6,2,6,5,4,8,4,2,Female,Tier 2,Store,174629,30822
62,240027,5.3,14,1.5,2,6,45,4,128112,17659,6,6,5,8,4,4,5,2,2,4,10,Female,Tier 3,Online,145771,129574
21,246075,1,10,3.8,7,5,10,7,44154,21548,7,2,4,2,3,2,3,10,9,1,5,Male,Tier 3,Store,65702,223469
53,106141,6.7,10,2.9,3,8,49,19,132997,47500,3,4,1,7,5,4,6,7,2,4,8,Female,Tier 2,Store,180497,20644
23,240779,7.4,4,4.6,1,6,12,1,73927,63882,8,9,6,5,9,6,4,9,5,4,3,Female,Tier 2,Store,137809,230734
